             xPos,                zPres,               zSeqv,               zEeqv,               zSx,                 zSy,                 zSz,                 zSxy,                zSyz,                zSxz,                zEx,                 zEy,                 zEz,                 zExy,                zEyz,                zExz,                zUx,                 zUy,                 zUz     
             0.84615,        0.0000000000,      303.1831520402,        0.0171752391,      349.2705547445,       -0.0075367628,      185.0084519217,        0.8862836862,        0.8701060516,      -10.1870192668,       -0.0007799460,        0.0050275913,       -0.0015119180,       -0.0161460774,        0.0000531941,       -0.0004171579,        0.0013911722,        0.0005434148,       -0.0010697960
             0.88462,        0.0000000000,      302.3825923840,        0.0171546772,      348.2612515818,       -0.0143319110,      184.2187735457,        0.9306113065,        0.9200363984,      -10.8975190641,       -0.0007796079,        0.0050566167,       -0.0015505281,       -0.0160974321,        0.0000553232,       -0.0004395616,        0.0013749367,        0.0005354538,       -0.0011274995
             0.92308,        0.0000000000,      301.4960646437,        0.0171321996,      347.1373925636,       -0.0211592367,      183.3484089707,        0.9819749371,        0.9751704135,      -11.6759926500,       -0.0007786965,        0.0050895752,       -0.0015946442,       -0.0160426920,        0.0000581196,       -0.0004614365,        0.0013573221,        0.0005264880,       -0.0011883435
             0.96154,        0.0000000000,      300.6164495247,        0.0171097220,      346.0135335454,       -0.0279865624,      182.4780443958,        1.0333385678,        1.0303044286,      -12.4544662358,       -0.0007777851,        0.0051225337,       -0.0016387604,       -0.0159879520,        0.0000609161,       -0.0004833115,        0.0013397075,        0.0005175222,       -0.0012491875
             1.00000,        0.0000000000,      299.5939630140,        0.0170793873,      344.7081471557,       -0.0262526281,      181.4929796116,        1.0958777179,        1.0873066423,      -13.3451443705,       -0.0007777682,        0.0051506282,       -0.0016785912,       -0.0159281413,        0.0000629979,       -0.0005073349,        0.0013205439,        0.0005071966,       -0.0013129984
             1.03846,        0.0000000000,      298.5435329796,        0.0170470882,      343.3573789230,       -0.0223783788,      180.4792397752,        1.1612107480,        1.1447759056,      -14.2638736423,       -0.0007779748,        0.0051775068,       -0.0017173507,       -0.0158670629,        0.0000649011,       -0.0005318953,        0.0013009931,        0.0004965312,       -0.0013775510
             1.07692,        0.0000000000,      297.4548293837,        0.0170134687,      341.9426957624,       -0.0196093442,      179.4367090655,        1.2290053355,        1.2009023872,      -15.2208808694,       -0.0007783332,        0.0052065391,       -0.0017585926,       -0.0158008059,        0.0000668976,       -0.0005581795,        0.0012806202,        0.0004852788,       -0.0014432130
             1.11538,        0.0000000000,      296.2542345402,        0.0169764537,      340.3636599300,       -0.0196822904,      178.3201446818,        1.3031296421,        1.2535760015,      -16.2763171247,       -0.0007790819,        0.0052411096,       -0.0018062175,       -0.0157212327,        0.0000691339,       -0.0005888961,        0.0012581336,        0.0004725172,       -0.0015117278
             1.15385,        0.0000000000,      295.0668640947,        0.0169394386,      338.7846240976,       -0.0197552366,      177.2035802980,        1.3772539486,        1.3062496157,      -17.3317533800,       -0.0007798306,        0.0052756801,       -0.0018538423,       -0.0156416594,        0.0000713701,       -0.0006196127,        0.0012356470,        0.0004597556,       -0.0015802427
             1.19231,        0.0000000000,      293.7531775053,        0.0169025452,      337.0164069796,       -0.0189142060,      176.0050657901,        1.4553269700,        1.3565821131,      -18.5121923488,       -0.0007808841,        0.0053232677,       -0.0019155631,       -0.0155448402,        0.0000740785,       -0.0006538214,        0.0012107500,        0.0004452947,       -0.0016525274
             1.23077,        0.0000000000,      292.3788198984,        0.0168657202,      335.1417753885,       -0.0175590636,      174.7604543374,        1.5356211434,        1.4055977322,      -19.7629453439,       -0.0007821092,        0.0053781774,       -0.0019852129,       -0.0154383201,        0.0000770524,       -0.0006899944,        0.0011844973,        0.0004298779,       -0.0017269327
             1.26923,        0.0000000000,      291.0235857052,        0.0168288951,      333.2671437973,       -0.0162039213,      173.5158428846,        1.6159153169,        1.4546133513,      -21.0136983391,       -0.0007833342,        0.0054330871,       -0.0020548626,       -0.0153318000,        0.0000800264,       -0.0007261674,        0.0011582445,        0.0004144611,       -0.0018013379
             1.30769,        0.0000000000,      289.4470797919,        0.0167905941,      331.0503109347,       -0.0213134542,      172.1537088611,        1.7047774168,        1.5084083000,      -22.4623600016,       -0.0007852403,        0.0055038906,       -0.0021421122,       -0.0151976505,        0.0000849820,       -0.0007631047,        0.0011280406,        0.0003960594,       -0.0018838514
             1.34615,        0.0000000000,      287.8968856639,        0.0167522932,      328.8334780722,       -0.0264229872,      170.7915748376,        1.7936395166,        1.5622032487,      -23.9110216641,       -0.0007871465,        0.0055746942,       -0.0022293618,       -0.0150635009,        0.0000899376,       -0.0008000421,        0.0010978367,        0.0003776577,       -0.0019663649
             1.38462,        0.0000000000,      286.2770284536,        0.0167122719,      326.4730501789,       -0.0381820306,      169.3719074650,        1.8845825217,        1.6248977301,      -25.4355071998,       -0.0007893360,        0.0056486669,       -0.0023205612,       -0.0149194039,        0.0000964799,       -0.0008373317,        0.0010662242,        0.0003580914,       -0.0020522773
             1.42308,        0.0000000000,      284.5188183273,        0.0166691924,      323.8573422311,       -0.0617624259,      167.8499585827,        1.9792249138,        1.7034136028,      -27.0947907322,       -0.0007920294,        0.0057282737,       -0.0024187822,       -0.0147576225,        0.0001058430,       -0.0008752476,        0.0010321075,        0.0003364546,       -0.0021442323
             1.46154,        0.0000000000,      282.7970112100,        0.0166261130,      321.2416342832,       -0.0853428212,      166.3280097005,        2.0738673058,        1.7819294755,      -28.7540742646,       -0.0007947228,        0.0058078806,       -0.0025170033,       -0.0145958411,        0.0001152060,       -0.0009131636,        0.0009979908,        0.0003148178,       -0.0022361872
             1.50000,        0.0000000000,      280.4964721353,        0.0165740064,      317.7096229930,       -0.2126207694,      164.5379384960,        2.1638172338,        1.9064578765,      -30.6261785014,       -0.0007991073,        0.0059019445,       -0.0026345861,       -0.0143973389,        0.0001305172,       -0.0009523902,        0.0009607505,        0.0002907199,       -0.0023357612
             1.53846,        0.0000000000,      278.0097113009,        0.0165183893,      313.8212715140,       -0.3802255436,      162.6435974995,        2.2519423147,        2.0488800385,      -32.5810463456,       -0.0008041495,        0.0060016307,       -0.0027596984,       -0.0141845565,        0.0001481414,       -0.0009921264,        0.0009222954,        0.0002656649,       -0.0024382981
             1.57692,        0.0000000000,      275.0753712639,        0.0164557390,      309.3787818936,       -0.4960764452,      160.6896021988,        2.3316158434,        2.1984678753,      -34.5436405339,       -0.0008109497,        0.0061066116,       -0.0028912251,       -0.0139610765,        0.0001674274,       -0.0010298029,        0.0008827713,        0.0002399805,       -0.0025435468
             1.61538,        0.0000000000,      270.1963667929,        0.0163649561,      302.7197397071,       -0.4049118556,      158.4969896810,        2.3774831640,        2.3767184113,      -36.5371400990,       -0.0008247823,        0.0062327710,       -0.0030484099,       -0.0136948064,        0.0001933600,       -0.0010592402,        0.0008389708,        0.0002117782,       -0.0026596419
             1.65385,        0.0000000000,      265.4062373214,        0.0162741732,      296.0606975206,       -0.3137472661,      156.3043771633,        2.4233504846,        2.5549689472,      -38.5306396641,       -0.0008386149,        0.0063589304,       -0.0032055946,       -0.0134285362,        0.0002192926,       -0.0010886774,        0.0007951704,        0.0001835760,       -0.0027757371
             1.69231,        0.0000000000,      259.8477144798,        0.0162064218,      288.0908949300,       -0.4312421410,      153.7071717092,        2.4942241387,        2.8228057646,      -40.6076221415,       -0.0008465225,        0.0065006876,       -0.0033941541,       -0.0132478013,        0.0002546892,       -0.0011105479,        0.0007501216,        0.0001534537,       -0.0029030389
             1.73077,        0.0000000000,      254.0096766674,        0.0161495086,      279.5042639140,       -0.6469297050,      150.9195695793,        2.5768654792,        3.1328008320,      -42.7238906951,       -0.0008516419,        0.0066497849,       -0.0035974781,       -0.0131073181,        0.0002945395,       -0.0011288574,        0.0007044854,        0.0001224279,       -0.0030356145
             1.76923,        0.0203409621,      248.1379302537,        0.0160919030,      270.5788241437,       -0.9498733667,      147.8829087535,        2.6787713106,        3.5609969326,      -44.8932205673,       -0.0008556093,        0.0068037812,       -0.0038103101,       -0.0129563220,        0.0003413375,       -0.0011464452,        0.0006583509,        0.0000910565,       -0.0031718901
             1.80769,        0.1474719750,      241.5397675578,        0.0160306616,      259.8746384139,       -1.7109115407,      143.5386897738,        2.8818157195,        4.6097484575,      -47.3411223615,       -0.0008535288,        0.0069834975,       -0.0040730589,       -0.0127501331,        0.0004246108,       -0.0011602436,        0.0006096010,        0.0000578705,       -0.0033275903
             1.84615,        0.2746029879,      235.1710881851,        0.0159694203,      249.1704526841,       -2.4719497146,      139.1944707941,        3.0848601284,        5.6584999824,      -49.7890241557,       -0.0008514483,        0.0071632138,       -0.0043358077,       -0.0125439441,        0.0005078841,       -0.0011740419,        0.0005608510,        0.0000246845,       -0.0034832906
             1.88462,        3.1055572948,      229.1851108210,        0.0159100352,      236.2678951628,       -5.3434367821,      133.2518619223,        3.4708244784,        6.8815705424,      -52.4376114724,       -0.0008606650,        0.0073492960,       -0.0046238729,       -0.0121755158,        0.0006111919,       -0.0011686719,        0.0005094640,       -0.0000067763,       -0.0036563901
             1.92308,        7.4574122046,      223.5988960636,        0.0158516943,      222.1287535087,       -9.4020513521,      126.4101587362,        3.9596812952,        8.2026955597,      -55.1990843953,       -0.0008762363,        0.0075389590,       -0.0049261786,       -0.0117158277,        0.0007257689,       -0.0011525198,        0.0004565936,       -0.0000372667,       -0.0038392766
             1.96154,       11.9897426424,      218.2088736638,        0.0157948082,      207.5322039372,      -13.6827639647,      119.3017775789,        4.4637938539,        9.4693810311,      -57.9757116515,       -0.0008916565,        0.0077285478,       -0.0052334064,       -0.0112586504,        0.0008391384,       -0.0011339013,        0.0004040959,       -0.0000680577,       -0.0040259256
             2.00000,       17.8455602858,      212.0458467900,        0.0157485903,      189.5813296377,      -19.5921955568,      110.2377579666,        5.0797818533,       10.3368431667,      -60.8634706842,       -0.0009059675,        0.0079175934,       -0.0055767293,       -0.0108198859,        0.0009436523,       -0.0010971966,        0.0003543310,       -0.0001010531,       -0.0042401651
             2.03846,       23.7013779292,      206.4037795063,        0.0157023724,      171.6304553381,      -25.5016271489,      101.1737383543,        5.6957698527,       11.2043053022,      -63.7512297170,       -0.0009202786,        0.0081066390,       -0.0059200523,       -0.0103811214,        0.0010481661,       -0.0010604918,        0.0003045661,       -0.0001340485,       -0.0044544046
             2.07692,       30.3797208241,      200.9095138426,        0.0156649941,      152.2620853336,      -32.1964887185,       91.2653676323,        6.2640899199,       12.0379280513,      -66.6282813019,       -0.0009291798,        0.0083007448,       -0.0062894486,       -0.0098483495,        0.0011694425,       -0.0009947192,        0.0002555648,       -0.0001720497,       -0.0046904369
             2.11538,       37.6064138867,      195.8067848816,        0.0156335089,      131.9487181924,      -39.4149702731,       80.7940961706,        6.8006313657,       12.8489912095,      -69.4981945882,       -0.0009344746,        0.0084982240,       -0.0066762272,       -0.0092529060,        0.0013018938,       -0.0009095679,        0.0002070727,       -0.0002133880,       -0.0049409976
             2.15385,       44.9749819589,      191.3889940367,        0.0156093629,      111.5851117510,      -46.7854482356,       70.2395785629,        7.3027683285,       13.6726296398,      -72.2637788896,       -0.0009401293,        0.0086985096,       -0.0070669141,       -0.0086341555,        0.0014407281,       -0.0008134648,        0.0001594632,       -0.0002555561,       -0.0051948023
             2.19231,       53.9751126426,      187.0235363186,        0.0156696187,       90.6437533570,      -55.9038848884,       58.7277302762,        7.4092537364,       14.6408837002,      -73.8295798630,       -0.0009499239,        0.0089310686,       -0.0075025456,       -0.0077473750,        0.0016529661,       -0.0005914143,        0.0001220041,       -0.0003072661,       -0.0054859122
             2.23077,       62.9752433262,      183.2503433036,        0.0157298746,       69.7023949630,      -65.0223215413,       47.2158819895,        7.5157391442,       15.6091377606,      -75.3953808363,       -0.0009597185,        0.0091636276,       -0.0079381770,       -0.0068605944,        0.0018652042,       -0.0003693639,        0.0000845449,       -0.0003589761,       -0.0057770221
             2.26923,       73.0762407515,      177.7501683179,        0.0157579736,       49.2326271780,      -74.7395994795,       35.6605656297,        7.4185971595,       16.3822181253,      -74.7309155731,       -0.0009689078,        0.0093424459,       -0.0083215470,       -0.0059997088,        0.0020972327,       -0.0000584533,        0.0000628234,       -0.0004172205,       -0.0060933182
             2.30769,       84.0422049023,      170.7838566150,        0.0157608064,       29.1333948715,      -84.9273955705,       24.0710957841,        7.1614622233,       17.0019477291,      -72.3140982668,       -0.0009776216,        0.0094790392,       -0.0086638543,       -0.0051591693,        0.0023448108,        0.0003222758,        0.0000534672,       -0.0004805991,       -0.0064294034
             2.34615,       95.0634735350,      163.9674986295,        0.0157177227,        9.5652856624,      -95.0463786066,       12.6855946506,        6.9102411244,       17.4833366145,      -69.6307589762,       -0.0009866184,        0.0095743224,       -0.0089604520,       -0.0043460908,        0.0025748806,        0.0006804982,        0.0000457937,       -0.0005443574,       -0.0067659423
             2.38462,      107.4120497325,      153.1364313345,        0.0145726401,        2.7441307929,     -103.5138483264,        6.1953426099,        6.8009521189,       14.6445482608,      -60.5508920633,       -0.0010024094,        0.0086781631,       -0.0081600200,       -0.0041920788,        0.0023847511,        0.0004985577,        0.0000785051,       -0.0006172285,       -0.0071133663
             2.42308,      119.7606259301,      143.4085412912,        0.0134275575,       -4.0770240767,     -111.9813180463,       -0.2949094308,        6.6916631134,       11.8057599070,      -51.4710251505,       -0.0010182005,        0.0077820039,       -0.0073595880,       -0.0040380669,        0.0021946215,        0.0003166171,        0.0001112165,       -0.0006900995,       -0.0074607903
             2.46154,      130.3434855143,      143.9286629266,        0.0120301219,        1.7704942312,     -122.3115385987,       -3.4406211794,        6.3055630135,        8.9720910900,      -43.1191511211,       -0.0010330747,        0.0063226468,       -0.0059244179,       -0.0039479119,        0.0019432551,       -0.0001517930,        0.0001128159,       -0.0007583899,       -0.0076965904
             2.50000,      139.2964528402,      156.8683064566,        0.0103997451,       19.3121723951,     -134.3612214582,       -3.4990649661,        5.6639449802,        6.1431479992,      -35.4392705227,       -0.0010471026,        0.0043434148,       -0.0039033356,       -0.0039167017,        0.0016353624,       -0.0008846366,        0.0000856963,       -0.0008224521,       -0.0078293529
