             xPos,                zPres,               zSeqv,               zEeqv,               zSx,                 zSy,                 zSz,                 zSxy,                zSyz,                zSxz,                zEx,                 zEy,                 zEz,                 zExy,                zEyz,                zExz,                zUx,                 zUy,                 zUz     
             0.92308,        0.0000000000,      322.2109584224,        0.0182224209,      371.2117796173,        0.8365622927,      216.2931652214,        0.3313986646,        0.0660386221,        2.5817276397,       -0.0012444538,        0.0045073871,       -0.0002503412,       -0.0173729006,        0.0000365252,       -0.0000503038,        0.0020222745,        0.0002063189,       -0.0002028951
             1.00000,        0.0000000000,      322.0830831932,        0.0182177701,      371.0656791990,        0.8333777141,      216.1225892975,        0.3386126920,        0.0759759967,        2.7549829295,       -0.0012423064,        0.0045089658,       -0.0002557054,       -0.0173674886,        0.0000395605,       -0.0000566593,        0.0020185625,        0.0002073189,       -0.0002217990
             1.07692,        0.0000000000,      321.9478087494,        0.0182126796,      370.9150374643,        0.8322674441,      215.9322302927,        0.3468485491,        0.0862330995,        2.9182038598,       -0.0012393047,        0.0045105048,       -0.0002619978,       -0.0173615160,        0.0000426924,       -0.0000634159,        0.0020143810,        0.0002083561,       -0.0002411835
             1.15385,        0.0000000000,      321.7903117625,        0.0182063200,      370.7409409716,        0.8320175743,      215.7180005522,        0.3595154050,        0.1036588891,        3.0675769999,       -0.0012353571,        0.0045103433,       -0.0002677735,       -0.0173567030,        0.0000444339,       -0.0000731361,        0.0020100309,        0.0002094518,       -0.0002609775
             1.23077,        0.0000000000,      321.6254402334,        0.0181989040,      370.5665848124,        0.8352082868,      215.4532858581,        0.3783212918,        0.1398328102,        3.2281578022,       -0.0012285002,        0.0045087746,       -0.0002752936,       -0.0173520116,        0.0000449596,       -0.0000820163,        0.0020053309,        0.0002106437,       -0.0002810945
             1.30769,        0.0000000000,      321.5384912847,        0.0181925353,      370.5178071568,        0.8545179374,      215.0311608975,        0.4056086973,        0.2341171283,        3.5120705331,       -0.0012105342,        0.0045094325,       -0.0002962299,       -0.0173405664,        0.0000471479,       -0.0000702022,        0.0019990849,        0.0002120595,       -0.0003012609
             1.38462,        0.0000000000,      321.3310477088,        0.0182195531,      369.9790308191,        0.5163726845,      214.1200042667,        0.1724975367,        0.3453993666,        3.7679962767,       -0.0011813652,        0.0044920040,       -0.0003171261,       -0.0174281583,        0.0000699087,       -0.0000400641,        0.0020040820,        0.0002141279,       -0.0003267366
             1.46154,        0.0000000000,      320.7296432693,        0.0180612007,      368.8299018168,        0.0219817801,      212.8831692921,       -0.1011483068,        0.3480283243,        3.7786595290,       -0.0011886705,        0.0044904582,       -0.0003230238,       -0.0171257067,        0.0000860164,       -0.0000293825,        0.0020147779,        0.0002154001,       -0.0003528563
             1.53846,        0.0000000000,      320.2315601003,        0.0177228060,      367.6654162838,       -0.6175054990,      211.5310102732,       -0.4133244473,        0.2674248483,        3.6007891661,       -0.0012481090,        0.0045252503,       -0.0003145383,       -0.0163152190,        0.0000889103,       -0.0000442975,        0.0020263019,        0.0002149461,       -0.0003779863
             1.61538,        0.0000000000,      321.5208982892,        0.0173721670,      368.3485000085,       -1.5118681111,      210.5761253692,       -0.9130927072,        0.2670275618,        3.5546857708,       -0.0013735273,        0.0046340299,       -0.0003038709,       -0.0149824007,        0.0000779833,       -0.0000768721,        0.0020280032,        0.0002109866,       -0.0004005140
             1.69231,        0.0000000000,      323.0648774294,        0.0173358652,      369.5289740306,       -2.1722147685,      210.1330345154,       -1.4351284588,        0.2518384532,        3.8020565662,       -0.0014374302,        0.0047072387,       -0.0003127825,       -0.0143405818,        0.0000718392,       -0.0000868662,        0.0020232098,        0.0002086726,       -0.0004219033
             1.76923,        0.0000000000,      322.5895040799,        0.0173303853,      369.0233718142,       -2.1038030531,      209.9994177040,       -1.3900143349,        0.1801659880,        4.1716210589,       -0.0014195323,        0.0047055258,       -0.0003318903,       -0.0144091619,        0.0000695698,       -0.0000879803,        0.0020152939,        0.0002107820,       -0.0004447494
             1.84615,        0.0000000000,      320.3823338761,        0.0173158412,      367.0240025667,       -1.4478949527,      210.1456759373,       -0.9389272550,        0.1699315263,        4.6552674682,       -0.0013406754,        0.0046438802,       -0.0003552318,       -0.0149853501,        0.0000755501,       -0.0000819569,        0.0020054472,        0.0002161524,       -0.0004698548
             1.92308,        0.0000000000,      317.8036561603,        0.0173025562,      364.6582467366,       -0.6654035995,      210.5818486643,       -0.6209370937,        0.4897680592,        5.2957153240,       -0.0012514384,        0.0045667909,       -0.0003732531,       -0.0156358692,        0.0000996361,       -0.0000677644,        0.0019950523,        0.0002214028,       -0.0004981040
             2.00000,        0.0000000000,      317.4630447775,        0.0173029632,      365.2955566401,        0.3472130376,      210.9333909266,       -0.5298355011,        0.8566171714,        5.7441633383,       -0.0011033010,        0.0044629701,       -0.0004073212,       -0.0160132651,        0.0001258690,       -0.0000582501,        0.0019918098,        0.0002361781,       -0.0005242238
             2.07692,        0.0000000000,      317.3209868516,        0.0173029871,      366.3534989706,        1.4617090111,      211.0255779985,       -0.4606974089,        0.6322838321,        5.6531503419,       -0.0009436386,        0.0043545642,       -0.0004469817,       -0.0163500625,        0.0001192469,       -0.0000765376,        0.0019890450,        0.0002532905,       -0.0005576255
             2.15385,        0.0000000000,      317.5198867128,        0.0173095244,      367.2565668330,        2.0097580139,      210.7812497166,       -0.3184227323,        0.0126749019,        5.1938366497,       -0.0008200373,        0.0042738238,       -0.0004836633,       -0.0165928329,        0.0000895509,       -0.0001138964,        0.0019817247,        0.0002654879,       -0.0005962830
             2.23077,        0.0000000000,      318.5799857572,        0.0173355079,      367.4879638756,        0.9608831907,      210.1035894155,        0.0157472635,       -0.6028932591,        4.6836332354,       -0.0008001417,        0.0042680987,       -0.0005054896,       -0.0166227031,        0.0000571645,       -0.0001533327,        0.0019629381,        0.0002624600,       -0.0006356546
             2.30769,        0.0000000000,      319.9233970151,        0.0173613815,      367.9348635965,       -0.2154376524,      209.2611068755,        0.5705900637,       -0.2903881008,        4.2243824873,       -0.0007940591,        0.0042805942,       -0.0005321166,       -0.0165932902,        0.0000752899,       -0.0001815926,        0.0019406763,        0.0002583967,       -0.0006747082
             2.38462,        0.0000000000,      319.7629577866,        0.0173569503,      367.5515901593,       -0.4597679347,      208.6976364837,        0.5692575901,        0.1010916926,        3.6727510685,       -0.0007921807,        0.0042961866,       -0.0005556863,       -0.0165779460,        0.0000966677,       -0.0002115176,        0.0019207011,        0.0002574514,       -0.0007158356
             2.46154,        0.0000000000,      318.6126652454,        0.0173334470,      366.5091610940,       -0.1921038242,      208.2819690345,        0.3350315451,        0.3940360586,        3.1452291884,       -0.0007954428,        0.0043159550,       -0.0005782882,       -0.0165653594,        0.0001124543,       -0.0002397366,        0.0019011903,        0.0002580105,       -0.0007588282
             2.53846,        0.0000000000,      317.1689499573,        0.0173056341,      365.0690757155,        0.0431809946,      207.8386672096,        0.2817004583,        0.4294156746,        2.7819015298,       -0.0008052909,        0.0043418031,       -0.0006027271,       -0.0165388637,        0.0001149881,       -0.0002617832,        0.0018797597,        0.0002579879,       -0.0008032896
             2.61538,        0.0000000000,      316.3521705095,        0.0172884384,      364.1474236519,        0.0326819513,      207.0618852376,        0.3912913687,        0.4365161536,        2.5438531161,       -0.0008069155,        0.0043747392,       -0.0006427895,       -0.0164964102,        0.0001163842,       -0.0002806321,        0.0018557363,        0.0002566801,       -0.0008506943
             2.69231,        0.0000000000,      315.4166003743,        0.0172668992,      363.1090356992,        0.0380283539,      206.1923014437,        0.4364736212,        0.4860667314,        2.2248892461,       -0.0008071504,        0.0044038910,       -0.0006814487,       -0.0164569057,        0.0001185931,       -0.0002994173,        0.0018309835,        0.0002552977,       -0.0009012107
             2.76923,        0.0000000000,      314.4258044544,        0.0172443028,      362.0119422085,        0.0451232540,      205.2559744906,        0.4649422644,        0.5467733684,        1.8338176066,       -0.0008068986,        0.0044308714,       -0.0007190566,       -0.0164206682,        0.0001203159,       -0.0003191191,        0.0018053504,        0.0002536204,       -0.0009543136
             2.84615,        0.0000000000,      313.4326339555,        0.0172235516,      360.9040487370,        0.0421588325,      204.2740078522,        0.5172353791,        0.5917913418,        1.3786539514,       -0.0008068739,        0.0044575395,       -0.0007564657,       -0.0163877692,        0.0001206155,       -0.0003406310,        0.0017786716,        0.0002514508,       -0.0010095946
             2.92308,        0.0000000000,      312.3496520646,        0.0172049798,      359.6978518183,        0.0413198268,      203.1810818774,        0.5612049927,        0.6366209289,        0.8372246580,       -0.0008051644,        0.0044933754,       -0.0008057878,       -0.0163548128,        0.0001238230,       -0.0003651913,        0.0017498087,        0.0002485495,       -0.0010692745
             3.00000,        0.0000000000,      311.1523999956,        0.0171860365,      358.3529999167,        0.0381010622,      202.0210668304,        0.6084062482,        0.6832585687,        0.2047545908,       -0.0008029688,        0.0045321585,       -0.0008596092,       -0.0163225402,        0.0001265391,       -0.0003894667,        0.0017191844,        0.0002448878,       -0.0011327820
             3.07692,        0.0000000000,      309.8499406351,        0.0171616266,      356.8816136605,        0.0353271380,      200.7927028545,        0.6608940312,        0.7317148623,       -0.5154478467,       -0.0008000449,        0.0045691318,       -0.0009133448,       -0.0162849725,        0.0001305297,       -0.0004163712,        0.0016869048,        0.0002405047,       -0.0012000602
             3.15385,        0.0000000000,      308.4441734148,        0.0171280917,      355.2858651469,        0.0346097727,      199.4903298231,        0.7197917897,        0.7820243283,       -1.3260673670,       -0.0007963399,        0.0046020937,       -0.0009648552,       -0.0162364492,        0.0001365637,       -0.0004475219,        0.0016528592,        0.0002353975,       -0.0012711541
             3.23077,        0.0000000000,      306.8927564527,        0.0170814253,      353.5125244462,        0.0339051231,      198.0658158170,        0.7828905996,        0.8344025185,       -2.2738318071,       -0.0007929524,        0.0046399131,       -0.0010224401,       -0.0161578630,        0.0001408163,       -0.0004802423,        0.0016152426,        0.0002293085,       -0.0013467597
             3.30769,        0.0000000000,      305.2150818889,        0.0170298358,      351.5761365132,        0.0317000598,      196.5460750465,        0.8590496292,        0.8881526759,       -3.3571169965,       -0.0007899937,        0.0046813469,       -0.0010845408,       -0.0160674858,        0.0001409570,       -0.0005129485,        0.0015752948,        0.0002222083,       -0.0014271329
             3.38462,        0.0000000000,      303.4157590475,        0.0169746563,      349.4773765859,        0.0294945334,      194.9403843332,        0.9490857406,        0.9430592509,       -4.5779494784,       -0.0007877633,        0.0047267849,       -0.0011511890,       -0.0159678720,        0.0001395141,       -0.0005497434,        0.0015330931,        0.0002140642,       -0.0015117980
             3.46154,        0.0000000000,      301.4864266826,        0.0169165545,      347.1969799324,        0.0254750463,      193.2473074767,        1.0501511930,        1.0008327819,       -5.9479978419,       -0.0007862848,        0.0047789430,       -0.0012251926,       -0.0158567007,        0.0001381691,       -0.0005923270,        0.0014883224,        0.0002047365,       -0.0016010226
             3.53846,        0.0000000000,      299.3544483175,        0.0168560183,      344.6194923016,        0.0037352332,      191.4349300103,        1.1410723285,        1.0728811207,       -7.5279508501,       -0.0007847873,        0.0048536639,       -0.0013240007,       -0.0157122288,        0.0001402023,       -0.0006391602,        0.0014388800,        0.0001934908,       -0.0016976762
             3.61538,        0.0000000000,      296.9975140426,        0.0167888265,      341.7308331395,       -0.0148311398,      189.4703351535,        1.2452490700,        1.1631034053,       -9.3062651565,       -0.0007829110,        0.0049370619,       -0.0014342209,       -0.0155469562,        0.0001409340,       -0.0006830087,        0.0013858778,        0.0001803755,       -0.0018032961
             3.69231,        0.0000000000,      294.4453537277,        0.0167123975,      338.5587933202,       -0.0226615797,      187.3546513960,        1.3760166781,        1.2598774180,      -11.2908284088,       -0.0007819900,        0.0050179530,       -0.0015431486,       -0.0153709867,        0.0001428525,       -0.0007286726,        0.0013302290,        0.0001655583,       -0.0019164567
             3.76923,        0.0000000000,      291.6976664988,        0.0166267550,      335.0770375964,       -0.0236108015,      185.0816060322,        1.5329307038,        1.3608493603,      -13.5082148895,       -0.0007825849,        0.0050974718,       -0.0016515446,       -0.0151812682,        0.0001466715,       -0.0007783148,        0.0012716760,        0.0001488838,       -0.0020370855
             3.84615,        0.0000000000,      288.6904425047,        0.0165358157,      331.1385538412,       -0.0449820140,      182.6252962550,        1.6947256831,        1.4724385595,      -16.0569274110,       -0.0007851657,        0.0051963817,       -0.0017807278,       -0.0149506310,        0.0001518672,       -0.0008342735,        0.0012078664,        0.0001294792,       -0.0021667831
             3.92308,        0.0000000000,      285.3722827660,        0.0164394122,      326.6337246377,       -0.0836944980,      179.8737078197,        1.9107627043,        1.6290275129,      -19.0149499413,       -0.0007871304,        0.0053220645,       -0.0019418006,       -0.0146650218,        0.0001552492,       -0.0008953894,        0.0011385620,        0.0001071634,       -0.0023090495
             4.00000,        0.0000000000,      281.7871598581,        0.0163324752,      321.4398715151,       -0.2561729911,      176.8363195623,        2.1527637278,        1.8147700648,      -22.3612649769,       -0.0007900450,        0.0054599379,       -0.0021197904,       -0.0143284614,        0.0001644179,       -0.0009638418,        0.0010644403,        0.0000824386,       -0.0024631145
             4.07692,        0.0000000000,      277.2029426697,        0.0162027318,      314.8248170330,       -0.3773558470,      173.3539747470,        2.3887354450,        2.1432069534,      -26.0517506173,       -0.0007947029,        0.0056147579,       -0.0023222765,       -0.0139342117,        0.0001873178,       -0.0010363805,        0.0009847282,        0.0000551714,       -0.0026301297
             4.15385,        0.0000000000,      269.3430387200,        0.0160168127,      304.6707365432,        0.1883530511,      168.9393960749,        2.5428711001,        2.9664253111,      -29.9730896524,       -0.0008023934,        0.0058111830,       -0.0025827128,       -0.0134586701,        0.0002425010,       -0.0011018019,        0.0008965781,        0.0000245811,       -0.0028142220
             4.23077,        1.8460144599,      259.9915644801,        0.0158719930,      288.9690886491,       -2.4019418925,      162.0662258681,        2.8095167011,        4.3548798737,      -34.1049478380,       -0.0008097514,        0.0060204868,       -0.0029135163,       -0.0131435276,        0.0003292880,       -0.0011556510,        0.0008034858,       -0.0000021947,       -0.0030242499
             4.30769,        5.8332559864,      250.0012191274,        0.0157307067,      269.8053203689,       -6.8795768590,      153.0311652652,        3.2060609060,        5.7806890222,      -38.6800268894,       -0.0008188712,        0.0062541973,       -0.0033054263,       -0.0127869167,        0.0004340687,       -0.0012144342,        0.0007045263,       -0.0000286636,       -0.0032605942
             4.38462,       11.6575667858,      239.6435885242,        0.0155869672,      247.6599760479,      -12.8291346486,      141.8581678336,        3.7546992444,        7.1863115585,      -43.7547960068,       -0.0008308347,        0.0065306903,       -0.0037710263,       -0.0122721779,        0.0005589138,       -0.0012677304,        0.0005985394,       -0.0000571908,       -0.0035269054
             4.46154,       18.5980130831,      229.0733852361,        0.0154406120,      222.8048491415,      -19.8146866717,      128.4598613259,        4.4999419254,        8.6268446244,      -49.3805674142,       -0.0008473063,        0.0068863042,       -0.0043418137,       -0.0114142993,        0.0007132489,       -0.0012874484,        0.0004832207,       -0.0000917063,       -0.0038314335
             4.53846,       27.5220955935,      218.0637190495,        0.0152977457,      192.9619160734,      -29.0537276237,      112.1891730427,        5.4853435973,       10.3134315205,      -55.5579230733,       -0.0008664879,        0.0072376335,       -0.0049573941,       -0.0104204646,        0.0009099168,       -0.0012696047,        0.0003665153,       -0.0001358061,       -0.0041953414
             4.61538,       38.5818236958,      206.9050554467,        0.0151702689,      158.0302335311,      -40.3317820268,       93.8202002684,        6.8020397268,       12.2581453566,      -61.8776383500,       -0.0008877349,        0.0075943149,       -0.0056235028,       -0.0093830932,        0.0011368823,       -0.0012165446,        0.0002481659,       -0.0001907005,       -0.0046019889
             4.69231,       52.1103652607,      196.3766140003,        0.0151152389,      118.7807176933,      -53.9937789225,       73.4933785826,        7.9406298811,       14.5298219404,      -67.4877618399,       -0.0009120401,        0.0080006611,       -0.0063805592,       -0.0081849296,        0.0014281799,       -0.0010440692,        0.0001315043,       -0.0002580579,       -0.0050569978
             4.76923,       68.6218748960,      186.5904536079,        0.0152206392,       76.4082485806,      -70.6263858407,       51.3009662605,        8.0890999841,       17.2364353816,      -71.1113994158,       -0.0009410726,        0.0085249029,       -0.0072915387,       -0.0066276682,        0.0018392746,       -0.0006192975,        0.0000217943,       -0.0003403868,       -0.0055719480
             4.84615,       89.8153594624,      174.0410986066,        0.0154241705,       34.3582869328,      -91.4653036971,       27.1654933858,        9.7638611572,       19.9614603019,      -67.8985425248,       -0.0009670296,        0.0089772717,       -0.0081635568,       -0.0050468224,        0.0024164315,        0.0001590936,       -0.0000213149,       -0.0004463442,       -0.0061874748
             4.92308,      114.4094178171,      158.9576758142,        0.0144380795,        7.4470359596,     -111.3415410656,        8.4679915786,        9.9905953791,       18.3411839108,      -56.9381634860,       -0.0009880313,        0.0082979999,       -0.0077985980,       -0.0042718658,        0.0025513383,        0.0003503241,       -0.0000039158,       -0.0005704410,       -0.0068450867
             5.00000,      139.6514341181,      154.1552038428,        0.0123666654,        4.4686245135,     -131.4913089239,       -2.7575372153,        8.5060952702,       13.8948238934,      -42.4763269866,       -0.0010074503,        0.0062803609,       -0.0059374479,       -0.0040258548,        0.0023259222,       -0.0001768200,        0.0000141428,       -0.0007082672,       -0.0074063916
