             xPos,                zPres,               zSeqv,               zEeqv,               zSx,                 zSy,                 zSz,                 zSxy,                zSyz,                zSxz,                zEx,                 zEy,                 zEz,                 zExy,                zEyz,                zExz,                zUx,                 zUy,                 zUz     
             0.60000,        0.0000000000,      261.6218849359,        0.0165719904,      293.8653312227,       -0.2286394990,      135.4181932736,        2.8100253079,        2.0596802785,      -33.7203396302,       -0.0007293885,        0.0068691081,       -0.0039427517,       -0.0136459215,        0.0002044135,       -0.0008146016,        0.0006407780,        0.0003772799,       -0.0018876880
             0.62308,        0.0000000000,      259.0711558233,        0.0165340622,      290.1806814149,       -0.2404028108,      134.2793414937,        2.8193000282,        2.1395206071,      -35.1553125374,       -0.0007329620,        0.0069479572,       -0.0040427862,       -0.0134927134,        0.0002223947,       -0.0008318538,        0.0006209431,        0.0003572230,       -0.0019784336
             0.64615,        0.0000000000,      256.5606205940,        0.0164961340,      286.4960316071,       -0.2521661226,      133.1404897138,        2.8285747486,        2.2193609358,      -36.5902854445,       -0.0007365354,        0.0070268063,       -0.0041428208,       -0.0133395054,        0.0002403759,       -0.0008491060,        0.0006011081,        0.0003371661,       -0.0020691793
             0.66923,        0.0000000000,      253.6263684736,        0.0164680177,      282.2194602563,       -0.2952203546,      131.8918521560,        2.8474011896,        2.3255755680,      -38.0464999405,       -0.0007400635,        0.0071155415,       -0.0042565401,       -0.0132190868,        0.0002624509,       -0.0008620940,        0.0005809266,        0.0003156460,       -0.0021645386
             0.69231,        0.0000000000,      250.0473794779,        0.0164546193,      277.0550065911,       -0.3852109668,      130.4785359312,        2.8805552116,        2.4713516557,      -39.5345768195,       -0.0007435235,        0.0072191059,       -0.0043907867,       -0.0131478524,        0.0002906668,       -0.0008686856,        0.0005602253,        0.0002919309,       -0.0022668182
             0.71538,        0.0000000000,      246.5279739022,        0.0164412208,      271.8905529260,       -0.4752015791,      129.0652197063,        2.9137092336,        2.6171277433,      -41.0226536986,       -0.0007469835,        0.0073226702,       -0.0045250333,       -0.0130766181,        0.0003188826,       -0.0008752772,        0.0005395240,        0.0002682159,       -0.0023690978
             0.73846,        0.0000000000,      243.0707398740,        0.0164278224,      266.7260992608,       -0.5651921913,      127.6519034815,        2.9468632556,        2.7629038309,      -42.5107305777,       -0.0007504434,        0.0074262345,       -0.0046592798,       -0.0130053837,        0.0003470984,       -0.0008818688,        0.0005188227,        0.0002445009,       -0.0024713775
             0.76154,        0.0000000000,      239.6783677837,        0.0164144239,      261.5616455956,       -0.6551828035,      126.2385872567,        2.9800172776,        2.9086799185,      -43.9988074567,       -0.0007539034,        0.0075297988,       -0.0047935264,       -0.0129341494,        0.0003753143,       -0.0008884604,        0.0004981214,        0.0002207858,       -0.0025736571
             0.78462,        0.0000000000,      235.3783117209,        0.0163969386,      255.0179497482,       -0.8338679623,      124.2070363070,        3.0180569560,        3.3344168885,      -45.6027444289,       -0.0007584502,        0.0076555947,       -0.0049595997,       -0.0128170412,        0.0004260811,       -0.0008857479,        0.0004758105,        0.0001932720,       -0.0026918032
             0.80769,        0.0000000000,      231.1731322511,        0.0163794532,      248.4742539008,       -1.0125531210,      122.1754853574,        3.0560966344,        3.7601538585,      -47.2066814010,       -0.0007629969,        0.0077813905,       -0.0051256731,       -0.0126999331,        0.0004768480,       -0.0008830354,        0.0004534997,        0.0001657582,       -0.0028099493
             0.83077,        0.0000000000,      227.0681006263,        0.0163619679,      241.9305580533,       -1.1912382798,      120.1439344077,        3.0941363129,        4.1858908284,      -48.8106183732,       -0.0007675437,        0.0079071864,       -0.0052917465,       -0.0125828250,        0.0005276148,       -0.0008803229,        0.0004311888,        0.0001382443,       -0.0029280954
             0.85385,        0.0000000000,      223.0687458393,        0.0163444825,      235.3868622059,       -1.3699234385,      118.1123834580,        3.1321759913,        4.6116277984,      -50.4145553453,       -0.0007720905,        0.0080329823,       -0.0054578199,       -0.0124657168,        0.0005783817,       -0.0008776103,        0.0004088779,        0.0001107305,       -0.0030462415
             0.87692,        0.4703487754,      219.0188456554,        0.0163142182,      228.0575665209,       -2.0638989352,      115.2912323860,        3.2526747136,        5.2426967166,      -52.0668690441,       -0.0007777865,        0.0081595556,       -0.0056342258,       -0.0122476766,        0.0006387613,       -0.0008631319,        0.0003862605,        0.0000820672,       -0.0031747491
             0.90000,        1.2542634010,      214.9929151558,        0.0162754346,      220.2045376110,       -3.1014013239,      111.9436812323,        3.4281461317,        6.0106536003,      -53.7514338939,       -0.0007842488,        0.0082866473,       -0.0058175202,       -0.0119623483,        0.0007055495,       -0.0008408097,        0.0003634388,        0.0000526375,       -0.0033101644
             0.92308,        2.0381780267,      211.1101354256,        0.0162366510,      212.3515087011,       -4.1389037125,      108.5961300786,        3.6036175498,        6.7786104840,      -55.4359987437,       -0.0007907110,        0.0084137389,       -0.0060008146,       -0.0116770200,        0.0007723377,       -0.0008184874,        0.0003406171,        0.0000232078,       -0.0034455797
             0.94615,        2.8220926523,      207.3785473206,        0.0161978674,      204.4984797912,       -5.1764061012,      105.2485789250,        3.7790889680,        7.5465673677,      -57.1205635935,       -0.0007971732,        0.0085408306,       -0.0061841090,       -0.0113916917,        0.0008391259,       -0.0007961651,        0.0003177954,       -0.0000062218,       -0.0035809950
             0.96923,        4.1817003449,      203.6599935618,        0.0161624429,      195.9501582562,       -6.6745378692,      101.5243761388,        3.9528376805,        8.3046284827,      -58.8320129364,       -0.0008038903,        0.0086673472,       -0.0063744210,       -0.0111079141,        0.0009073767,       -0.0007690480,        0.0002954459,       -0.0000357574,       -0.0037202147
             0.99231,        7.8440803053,      199.5594349107,        0.0161404545,      184.6206662207,      -10.0151871545,       96.2935668229,        4.1196955707,        9.0231065230,      -60.6510002515,       -0.0008116266,        0.0087915637,       -0.0065928035,       -0.0108303393,        0.0009814777,       -0.0007227516,        0.0002749856,       -0.0000657166,       -0.0038746518
             1.01538,       11.5064602657,      195.6993816881,        0.0161184661,      173.2911741852,      -13.3558364398,       91.0627575069,        4.2865534608,        9.7415845634,      -62.4699875666,       -0.0008193629,        0.0089157801,       -0.0068111860,       -0.0105527645,        0.0010555788,       -0.0006764552,        0.0002545252,       -0.0000956758,       -0.0040290889
             1.03846,       15.1688402261,      192.0943330015,        0.0160964777,      161.9616821497,      -16.6964857251,       85.8319481909,        4.4534113509,       10.4600626037,      -64.2889748818,       -0.0008270993,        0.0090399966,       -0.0070295685,       -0.0102751897,        0.0011296798,       -0.0006301589,        0.0002340649,       -0.0001256349,       -0.0041835261
             1.06154,       18.9192556704,      188.6656489379,        0.0160762552,      150.4216552133,      -20.1614562137,       80.4519105291,        4.6174811046,       11.1267399073,      -66.0823838112,       -0.0008350443,        0.0091644072,       -0.0072504153,       -0.0099782147,        0.0012063534,       -0.0005812349,        0.0002142305,       -0.0001564468,       -0.0043417281
             1.08462,       23.1098485348,      185.0563440611,        0.0160648625,      137.8289537725,      -24.2480327188,       74.3257311382,        4.7676101762,       11.5344135275,      -67.7479008120,       -0.0008440328,        0.0092897889,       -0.0074835834,       -0.0095842383,        0.0012958898,       -0.0005191728,        0.0001975259,       -0.0001915223,       -0.0045187545
             1.10769,       27.3004413991,      181.7500481829,        0.0160534697,      125.2362523317,      -28.3346092239,       68.1995517473,        4.9177392477,       11.9420871477,      -69.4134178129,       -0.0008530213,        0.0094151705,       -0.0077167515,       -0.0091902619,        0.0013854261,       -0.0004571107,        0.0001808213,       -0.0002265978,       -0.0046957809
             1.13077,       31.4910342634,      178.7635748716,        0.0160420769,      112.6435508908,      -32.4211857290,       62.0733723564,        5.0678683192,       12.3497607679,      -71.0789348137,       -0.0008620098,        0.0095405522,       -0.0079499195,       -0.0087962855,        0.0014749625,       -0.0003950486,        0.0001641167,       -0.0002616733,       -0.0048728073
             1.15385,       35.7747400181,      176.0190282350,        0.0160319135,      100.0814571585,      -36.6086048966,       55.8935978099,        5.1838662746,       12.7362508853,      -72.6148421255,       -0.0008707380,        0.0096631487,       -0.0081811969,       -0.0083793296,        0.0015680593,       -0.0003235164,        0.0001482915,       -0.0002975422,       -0.0050526742
             1.17692,       40.6636795604,      172.9371528294,        0.0160297405,       87.7183135318,      -41.4515013709,       49.3654547521,        5.0780119752,       12.9850482348,      -73.3082864582,       -0.0008777737,        0.0097676418,       -0.0084001848,       -0.0078130072,        0.0016842995,       -0.0001904280,        0.0001381831,       -0.0003385683,       -0.0052510042
             1.20000,       45.5526191026,      170.0840515257,        0.0160275674,       75.3551699051,      -46.2943978451,       42.8373116944,        4.9721576759,       13.2338455843,      -74.0017307909,       -0.0008848095,        0.0098721350,       -0.0086191727,       -0.0072466848,        0.0018005396,       -0.0000573396,        0.0001280747,       -0.0003795945,       -0.0054493342
             1.22308,       50.4415586448,      167.4714171575,        0.0160253944,       62.9920262784,      -51.1372943194,       36.3091686366,        4.8663033765,       13.4826429338,      -74.6951751236,       -0.0008918453,        0.0099766281,       -0.0088381605,       -0.0066803624,        0.0019167798,        0.0000757487,        0.0001179663,       -0.0004206206,       -0.0056476641
             1.24615,       55.3952298598,      164.7893483620,        0.0160115398,       50.7826680977,      -55.9791412222,       29.8647064798,        4.6714764606,       13.6818628574,      -75.1134154136,       -0.0008986592,        0.0100697324,       -0.0090447601,       -0.0061234145,        0.0020315275,        0.0002158456,        0.0001095923,       -0.0004622316,       -0.0058478778
             1.26923,       60.9314861298,      159.3926534486,        0.0158925508,       39.9573789314,      -60.8115419825,       24.1733724317,        3.6758959955,       13.4348859482,      -73.0548193199,       -0.0009034764,        0.0100603374,       -0.0091398651,       -0.0056508367,        0.0021328432,        0.0004190184,        0.0001168285,       -0.0005091061,       -0.0060650453
             1.29231,       66.4677423997,      154.1144268450,        0.0157735617,       29.1320897651,      -65.6439427428,       18.4820383836,        2.6803155303,       13.1879090390,      -70.9962232262,       -0.0009082937,        0.0100509425,       -0.0092349702,       -0.0051782590,        0.0022341588,        0.0006221913,        0.0001240646,       -0.0005559806,       -0.0062822128
             1.31538,       72.0039986697,      148.9672618354,        0.0156545727,       18.3068005988,      -70.4763435030,       12.7907043355,        1.6847350652,       12.9409321299,      -68.9376271325,       -0.0009131109,        0.0100415475,       -0.0093300752,       -0.0047056812,        0.0023354745,        0.0008253641,        0.0001313007,       -0.0006028551,       -0.0064993804
             1.33846,       77.5406505963,      143.7510339261,        0.0154834831,        8.1062879599,      -75.2242004609,        7.2991758079,        0.7109626522,       12.5703181995,      -66.6119107765,       -0.0009180173,        0.0099864617,       -0.0093747451,       -0.0042597780,        0.0024163125,        0.0010027746,        0.0001398602,       -0.0006498313,       -0.0067159651
             1.36154,       83.0828417155,      135.8522922704,        0.0145829857,        6.6526467055,      -78.7884441860,        4.6049245661,        0.0425029700,       10.4687859721,      -60.5465107484,       -0.0009241719,        0.0092917046,       -0.0087133233,       -0.0041873185,        0.0022104617,        0.0008195117,        0.0001669467,       -0.0006982317,       -0.0069243912
             1.38462,       88.6250328348,      128.4678778511,        0.0136824884,        5.1990054511,      -82.3526879111,        1.9106733243,       -0.6259567123,        8.3672537448,      -54.4811107204,       -0.0009303265,        0.0085969475,       -0.0080519015,       -0.0041148590,        0.0020046110,        0.0006362487,        0.0001940332,       -0.0007466321,       -0.0071328174
             1.40769,       94.1672239540,      121.6914570879,        0.0127819910,        3.7453641967,      -85.9169316362,       -0.7835779175,       -1.2944163946,        6.2657215174,      -48.4157106923,       -0.0009364811,        0.0079021905,       -0.0073904797,       -0.0040423995,        0.0017987602,        0.0004529858,        0.0002211197,       -0.0007950325,       -0.0073412435
             1.43077,       99.6307229286,      116.0039998875,        0.0118772270,        2.7546234461,      -89.6045277077,       -3.3733968417,       -1.9393209686,        4.1780622412,      -42.3929624581,       -0.0009426473,        0.0071874553,       -0.0067067948,       -0.0039723285,        0.0015913628,        0.0002598235,        0.0002468283,       -0.0008428719,       -0.0075448357
             1.45385,      102.8121497099,      122.9913377758,        0.0108487278,       15.1879973056,      -96.8693418224,       -2.9346785548,       -1.9011274022,        2.4927185482,      -37.6071162441,       -0.0009491492,        0.0058933554,       -0.0053774810,       -0.0039715244,        0.0013391132,       -0.0002204190,        0.0002325793,       -0.0008744434,       -0.0076082423
             1.47692,      105.9935764912,      132.4481865700,        0.0098202287,       27.6213711651,     -104.1341559371,       -2.4959602678,       -1.8629338358,        0.8073748552,      -32.8212700301,       -0.0009556512,        0.0045992555,       -0.0040481671,       -0.0039707203,        0.0010868635,       -0.0007006615,        0.0002183302,       -0.0009060150,       -0.0076716489
             1.50000,      109.1750032724,      143.8884528489,        0.0087917296,       40.0547450246,     -111.3989700518,       -2.0572419808,       -1.8247402694,       -0.8779688378,      -28.0354238161,       -0.0009621531,        0.0033051556,       -0.0027188533,       -0.0039699162,        0.0008346139,       -0.0011809040,        0.0002040811,       -0.0009375865,       -0.0077350556
